note,morph_id,morph_id_other,mosquito_sex,blood_fed_status,notes,sample_id,PARENT_KEY,KEY
,anopheles_funestus,,male,unfed,,ep0000915794,uuid:dcf05b14-b883-4c6b-8f9f-0561e7e08f72,uuid:dcf05b14-b883-4c6b-8f9f-0561e7e08f72/mosquito_data[7]
,anopheles_funestus,,female,fed,,ep0000914960,uuid:4625021c-3d26-48ff-a8b3-972f2a653329,uuid:4625021c-3d26-48ff-a8b3-972f2a653329/mosquito_data[1]
,anopheles_funestus,,female,unfed,,ep0000843634,uuid:f2872db9-91a6-471b-a574-b5231b7a5e25,uuid:f2872db9-91a6-471b-a574-b5231b7a5e25/mosquito_data[1]
,anopheles_funestus,,male,unfed,,ep0000909275,uuid:f2872db9-91a6-471b-a574-b5231b7a5e25,uuid:f2872db9-91a6-471b-a574-b5231b7a5e25/mosquito_data[2]
,anopheles_funestus,,male,unfed,,ep0000843723,uuid:f2872db9-91a6-471b-a574-b5231b7a5e25,uuid:f2872db9-91a6-471b-a574-b5231b7a5e25/mosquito_data[3]
,anopheles_gambiae_sl,,female,unfed,,ep0000919001,uuid:1e033473-6ab7-434a-a7f8-2a1246f224f8,uuid:1e033473-6ab7-434a-a7f8-2a1246f224f8/mosquito_data[1]
,anopheles_gambiae_sl,,female,unfed,,ep0000919729,uuid:9e9b2566-2f49-408e-94a7-004516d3c2f8,uuid:9e9b2566-2f49-408e-94a7-004516d3c2f8/mosquito_data[1]
,anopheles_gambiae_sl,,female,unfed,,ep0000919729,uuid:9e9b2566-2f49-408e-94a7-004516d3c2f8,uuid:9e9b2566-2f49-408e-94a7-004516d3c2f8/mosquito_data[2]
,anopheles_funestus,,female,unfed,,ep0000909970,uuid:8ff10ea0-fba6-43b4-ab44-b03611e230d9,uuid:8ff10ea0-fba6-43b4-ab44-b03611e230d9/mosquito_data[1]
,anopheles_funestus,,female,fed,,ep0000919001,uuid:8ff10ea0-fba6-43b4-ab44-b03611e230d9,uuid:8ff10ea0-fba6-43b4-ab44-b03611e230d9/mosquito_data[2]
